SATZART;AGS;NAME;EWZ;EW_M;EW_W;EW_D;EW_A;ALTER_1;ALTER_2;ALTER_3;ALTER_4;ALTER_5
50;092720142;Saldenburg; 1 928;  951;  977; 1 905;  23;  288;  285;  565;  452;  338
60;092720142142;Saldenburg; 1 928;  951;  977; 1 905;  23;  288;  285;  565;  452;  338
50;092720143;Sankt Oswald-Riedlhütte; 2 971; 1 428; 1 543; 2 943;  28;  486;  368;  817;  668;  632
60;092720143143;Sankt Oswald-Riedlhütte; 2 971; 1 428; 1 543; 2 943;  28;  486;  368;  817;  668;  632
50;092720146;Neuschönau; 2 269; 1 126; 1 143; 2 247;  22;  438;  327;  638;  470;  396
60;092720146146;Neuschönau; 2 269; 1 126; 1 143; 2 247;  22;  438;  327;  638;  470;  396
50;092720149;Spiegelau; 3 922; 1 900; 2 022; 3 846;  76;  600;  423; 1 004;  916;  979
60;092720149149;Spiegelau; 3 922; 1 900; 2 022; 3 846;  76;  600;  423; 1 004;  916;  979
50;092720151;Waldkirchen, St; 10 225; 4 930; 5 300; 10 030;  190; 1 820; 1 430; 3 010; 2 180; 1 780
60;092720151151;Waldkirchen, St; 10 225; 4 930; 5 300; 10 030;  190; 1 820; 1 430; 3 010; 2 180; 1 780
50;092725211;Schönberg (VGem); 7 812; 3 888; 3 924; 7 702;  110; 1 344; 1 060; 2 125; 1 717; 1 566
60;092725211116;Eppenschlag; 1 000;  492;  508;  994;  6;  201;  142;  267;  204;  186
60;092725211128;Innernzell; 1 624;  834;  790; 1 607;  17;  297;  208;  463;  341;  315
60;092725211145;Schöfweg; 1 291;  646;  645; 1 269;  22;  214;  175;  377;  284;  241
60;092725211147;Schönberg, M; 3 897; 1 916; 1 981; 3 832;  65;  632;  535; 1 018;  888;  824
50;092725212;Hinterschmiding (VGem); 3 225; 1 602; 1 623; 3 167;  58;  609;  455;  918;  691;  552
60;092725212126;Hinterschmiding; 2 520; 1 240; 1 280; 2 478;  42;  500;  369;  724;  518;  409
60;092725212139;Philippsreut;  705;  362;  343;  689;  16;  109;  86;  194;  173;  143
50;092725213;Thurmansbang (VGem); 3 434; 1 715; 1 719; 3 372;  62;  531;  413;  982;  753;  755
60;092725213150;Thurmansbang; 2 308; 1 158; 1 150; 2 268;  40;  353;  262;  682;  490;  521
60;092725213152;Zenting; 1 126;  557;  569; 1 104;  22;  178;  151;  300;  263;  234
50;092725214;Perlesreut (VGem); 3 681; 1 833; 1 849; 3 645;  37;  669;  515; 1 066;  761;  671
60;092725214119;Fürsteneck;  892;  446;  447;  881;  12;  163;  124;  273;  171;  162
60;092725214138;Perlesreut, M; 2 789; 1 387; 1 402; 2 764;  25;  506;  391;  793;  590;  509
40;09273;Kelheim; 112 752; 56 120; 56 630; 106 360; 6 390; 21 260; 15 920; 33 240; 22 570; 19 770
50;092730111;Abensberg, St; 12 766; 6 470; 6 290; 11 860;  910; 2 330; 2 190; 3 670; 2 520; 2 060
60;092730111111;Abensberg, St; 12 766; 6 470; 6 290; 11 860;  910; 2 330; 2 190; 3 670; 2 520; 2 060
50;092730116;Bad Abbach, M; 11 439; 5 590; 5 850; 11 060;  380; 2 160; 1 510; 3 640; 2 310; 1 820
60;092730116116;Bad Abbach, M; 11 439; 5 590; 5 850; 11 060;  380; 2 160; 1 510; 3 640; 2 310; 1 820
50;092730137;Kelheim, St; 15 340; 7 540; 7 800; 14 230; 1 110; 2 610; 2 040; 4 320; 3 190; 3 180
60;092730137137;Kelheim, St; 15 340; 7 540; 7 800; 14 230; 1 110; 2 610; 2 040; 4 320; 3 190; 3 180
50;092730147;Mainburg, St; 14 028; 7 040; 6 990; 12 090; 1 930; 2 990; 2 040; 4 210; 2 530; 2 250
60;092730147147;Mainburg, St; 14 028; 7 040; 6 990; 12 090; 1 930; 2 990; 2 040; 4 210; 2 530; 2 250
50;092730152;Neustadt a.d.Donau, St; 12 673; 6 290; 6 380; 11 930;  750; 2 360; 1 870; 3 710; 2 590; 2 140
60;092730152152;Neustadt a.d.Donau, St; 12 673; 6 290; 6 380; 11 930;  750; 2 360; 1 870; 3 710; 2 590; 2 140
50;092730159;Painten, M; 2 187; 1 113; 1 074; 2 151;  36;  410;  312;  672;  459;  334
60;092730159159;Painten, M; 2 187; 1 113; 1 074; 2 151;  36;  410;  312;  672;  459;  334
50;092730164;Riedenburg, St; 5 445; 2 729; 2 716; 5 327;  118;  938;  760; 1 483; 1 139; 1 125
60;092730164164;Riedenburg, St; 5 445; 2 729; 2 716; 5 327;  118;  938;  760; 1 483; 1 139; 1 125
50;092730165;Rohr i.NB, M; 3 222; 1 588; 1 634; 3 112;  110;  573;  457;  867;  649;  676
60;092730165165;Rohr i.NB, M; 3 222; 1 588; 1 634; 3 112;  110;  573;  457;  867;  649;  676
50;092735215;Ihrlerstein (VGem); 5 088; 2 540; 2 549; 4 991;  98;  830;  665; 1 456; 1 121; 1 017
60;092735215121;Essing, M;  970;  480;  490;  949;  21;  142;  130;  275;  204;  219
60;092735215133;Ihrlerstein; 4 118; 2 060; 2 059; 4 042;  77;  688;  535; 1 181;  917;  798
50;092735216;Saal a.d.Donau (VGem); 6 860; 3 321; 3 540; 6 661;  200; 1 152;  948; 1 953; 1 497; 1 311
60;092735216166;Saal a.d.Donau; 5 263; 2 549; 2 714; 5 078;  185;  819;  747; 1 440; 1 156; 1 101
60;092735216175;Teugn; 1 597;  772;  826; 1 583;  15;  333;  201;  513;  341;  210
50;092735217;Langquaid (VGem); 8 459; 4 256; 4 203; 8 223;  236; 1 737; 1 138; 2 652; 1 596; 1 336
60;092735217125;Hausen; 2 034; 1 028; 1 006; 2 006;  28;  394;  287;  646;  396;  311
60;092735217127;Herrngiersdorf; 1 175;  605;  570; 1 149;  26;  224;  166;  343;  244;  198
60;092735217141;Langquaid, M; 5 250; 2 623; 2 627; 5 068;  182; 1 119;  685; 1 663;  956;  827
50;092735218;Siegenburg (VGem); 8 629; 4 320; 4 309; 8 284;  345; 1 806; 1 126; 2 646; 1 662; 1 389
60;092735218119;Biburg; 1 197;  627;  570; 1 143;  54;  251;  150;  369;  234;  193
60;092735218139;Kirchdorf;  871;  437;  434;  850;  21;  185;  123;  259;  187;  117
60;092735218172;Siegenburg, M; 3 457; 1 714; 1 743; 3 262;  195;  728;  491; 1 061;  627;  550
60;092735218177;Train; 1 788;  889;  899; 1 742;  46;  383;  188;  552;  337;  328
60;092735218181;Wildenberg; 1 316;  653;  663; 1 287;  29;  259;  174;  405;  277;  201
50;092735219;Mainburg (VGem); 6 616; 3 325; 3 292; 6 448;  169; 1 361;  860; 1 955; 1 310; 1 131
60;092735219113;Aiglsbach; 1 661;  856;  805; 1 640;  21;  346;  220;  507;  337;  251
60;092735219115;Attenhofen; 1 329;  646;  683; 1 305;  24;  289;  184;  381;  277;  198
60;092735219163;Elsendorf; 1 985; 1 015;  970; 1 898;  87;  381;  250;  575;  397;  382
60;092735219178;Volkenschwand; 1 641;  808;  834; 1 605;  37;  345;  206;  492;  299;  300
40;09274;Landshut; 147 161; 73 450; 73 710; 141 070; 6 090; 27 960; 19 780; 44 200; 29 990; 25 220
